time,axes[0],axes[1],axes[2],axes[3],axes[4],axes[5],buttons[0],buttons[1],buttons[2],buttons[3],buttons[4],buttons[5],buttons[6],buttons[7],buttons[8],buttons[9],buttons[10],buttons[11],buttons[12]
1.48185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.50085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.51894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.53795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.5559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.57383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.59282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.61084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.62984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.64768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.66655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.68473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.70352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.74045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.75846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.77754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.79539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.81341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.83126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.85035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.86918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.88732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.9053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.92407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.9423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.96116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.97918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.99716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.01606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.03417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.05298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.07104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.08989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.12696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.14488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.16376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.18177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.19999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.21897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.23732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.25602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.27419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.29296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.32894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.36677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.38483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.40296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.42184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.4398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.45877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.47687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.4958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.51385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.53215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.55099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.5688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.5878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.60584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.62368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.6426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.66085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.67964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.69754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.71553,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.73457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.75277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.77178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.78956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.80879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.82648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.84531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.86339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.88217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.90027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.91829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.93726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.95526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.97428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.99201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.01068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.02868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.04773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.06607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.08497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.1031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.12102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.13989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.15816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.1769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.19496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.21372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.23177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.24982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.26888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.28685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.30571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.32369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.3425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.36091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.37967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.39761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.41552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.43432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.4528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.47151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.48973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.50756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.52641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.54522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.56338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.58131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.60008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.61847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.63712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.65544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.67401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.69215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.71098,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.72916,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.74708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.76613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.78431,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.80276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.82095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.83898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.85787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.87676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.89504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.9129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.93197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.94969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.96815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.98611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.00437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.02326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.04124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.06029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.07864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.09749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.11554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.1335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.15262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.17044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.18929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.2073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.22616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.24443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.26305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.28123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.29929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.31803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.33646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.35526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.37318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.39115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.41015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.42903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.44708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.4653,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.48403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.50284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.52088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.53902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.55786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.57596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.5948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.61313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.63089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.64962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.66787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.68678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.70498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.72285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.74177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.76061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.77876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.79666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.81551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.83355,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.85234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.87054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.88872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.90739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.9256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.9444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.96248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.98157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4.99949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.01737,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.03634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.0544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.07333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.09146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.10942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.12822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.14695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.16498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.1827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.20149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.21954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.23866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.25669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.27564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.29368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.31242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.3305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.3494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.36738,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.3864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.40427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.42245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.44047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.45974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.47844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.49625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.51441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.53316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.55113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.5702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.58805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.60617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.62505,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.64318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.66199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.67991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.69894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.71694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.73584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.75385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.77278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.7909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.80863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.8277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.84573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.86472,0,0.0472441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.88268,0,0.0629921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.90157,0,0.0866142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.91972,0,0.102362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.93753,0,0.125984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.95675,0,0.141732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.97458,0,0.165354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.99354,0,0.188976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.01154,0,0.212598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.03042,0,0.23622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.04854,0,0.251969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.06732,0,0.275591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.08551,0,0.299213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.10418,0,0.322835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.12232,0,0.346457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.14027,0,0.370079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.15925,0,0.393701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.17736,0,0.417323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.19619,0,0.440945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.21431,0,0.456693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.2322,0,0.472441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.25115,0,0.488189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.26912,0,0.503937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.28816,0,0.519685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.30627,0,0.527559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.32405,0,0.543307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.34319,0,0.559055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.36202,0,0.574803,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.38007,0,0.590551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.39789,0,0.606299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.41691,0,0.622047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.43491,0,0.637795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.45377,0,0.653543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.47188,0,0.669291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.49084,0,0.685039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.5089,0,0.692913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.52683,0,0.708661,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.54568,0,0.716535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.56378,0,0.708661,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.58273,0,0.685039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.60068,0,0.653543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.6187,0,0.622047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.6377,0,0.582677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.65556,0,0.551181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.67443,0,0.511811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.69269,0,0.480315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.71143,0,0.440945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.72962,0,0.409449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.74849,0,0.370079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.76711,0,0.330709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.78581,0,0.291339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.80346,0,0.251969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.82225,0,0.212598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.8403,0,0.173228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.85833,0,0.133858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.87724,0,0.0944882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.89612,0,0.0629921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.91434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.93212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.95114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.96919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.98815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.00608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.0241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.04297,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.08002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.09787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.11589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.13491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.15371,0,-0.0393701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.17183,0,-0.0787402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1898,0,-0.11811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.20776,0,-0.15748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.22672,0,-0.204724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.24571,0,-0.251969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.26372,0,-0.299213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.28157,0,-0.346457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.30059,0,-0.393701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.31953,0,-0.440945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
